id,invite_code,admin_id,game_type,status,current_turn_user_id,game_state,created_at
87eec22a-dd3b-4998-b220-9374d4419b34,925A9,1c653926-d26f-4fdd-a53d-c4ba64386920,word_bomb,in_progress,1c653926-d26f-4fdd-a53d-c4ba64386920,"{""is_paused"": false, ""used_words"": [], ""ghost_player_id"": null, ""current_category"": ""Modi di dire"", ""total_turn_time_ms"": 1000000, ""player_who_exploded_id"": null, ""current_letter_syllable"": ""M"", ""is_ghost_protocol_active"": false, ""turn_start_time_epoch_ms"": 1749470722224, ""buy_time_uses_left_for_round"": 2}",2025-06-09 12:05:20.315274+00
