id,session_id,user_id,score,is_ghost,has_used_special_ability,joined_at,name
57d5d0de-c54d-4820-9947-5e7b349f84df,3c2e3477-04bb-419c-8e80-fbbde6b98496,1c653926-d26f-4fdd-a53d-c4ba64386920,0,false,false,2025-06-08 16:13:31.210777+00,Alex Raita
77919d2d-40c7-4c05-a70f-f8f5aac0eb1b,7ecaa554-8039-4767-9998-185be4e5349f,1c653926-d26f-4fdd-a53d-c4ba64386920,0,false,false,2025-06-08 16:36:21.696603+00,Alex Raita
